relation_id,Enh,enhancer_id,gene_id,model_ontology,model_track_name,model_track_source,alphagenome_rnaseq_lfc,alphagenome_deletion_strength,status
Enh226_CCDC85B,Enh226,Enh226,ENSG00000175602,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0017716884613037,0.0017716884613037,COMPLETED
Enh226_CFL1,Enh226,Enh226,ENSG00000172757,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000500202178955,0.000500202178955,COMPLETED
Enh226_DPF2,Enh226,Enh226,ENSG00000133884,CL:0000127,CL:0000127 total RNA-seq,encode,0.0034869909286499,-0.0034869909286499,COMPLETED
Enh226_DRAP1,Enh226,Enh226,ENSG00000175550,CL:0000127,CL:0000127 total RNA-seq,encode,0.0032227039337158,-0.0032227039337158,COMPLETED
Enh226_EFEMP2,Enh226,Enh226,ENSG00000172638,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003487467765808,-0.0003487467765808,COMPLETED
Enh226_FAM89B,Enh226,Enh226,ENSG00000176973,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0051632225513458,0.0051632225513458,COMPLETED
Enh226_FAU,Enh226,Enh226,ENSG00000149806,CL:0000127,CL:0000127 total RNA-seq,encode,0.0030996799468994,-0.0030996799468994,COMPLETED
Enh226_FIBP,Enh226,Enh226,ENSG00000172500,CL:0000127,CL:0000127 total RNA-seq,encode,0.0011143684387207,-0.0011143684387207,COMPLETED
Enh226_MALAT1,Enh226,Enh226,ENSG00000251562,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0170042514801025,0.0170042514801025,COMPLETED
Enh226_NEAT1,Enh226,Enh226,ENSG00000245532,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0047097206115722,0.0047097206115722,COMPLETED
Enh226_RELA,Enh226,Enh226,ENSG00000173039,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007806867361068,-0.0007806867361068,COMPLETED
Enh226_RNASEH2C,Enh226,Enh226,ENSG00000172922,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0015105009078979,0.0015105009078979,COMPLETED
Enh226_SAC3D1,Enh226,Enh226,ENSG00000168061,CL:0000127,CL:0000127 total RNA-seq,encode,-0.002741128206253,0.002741128206253,COMPLETED
Enh226_SCYL1,Enh226,Enh226,ENSG00000142186,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0027093887329101,0.0027093887329101,COMPLETED
Enh226_ZNRD2,Enh226,Enh226,ENSG00000173465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.004944622516632,0.004944622516632,COMPLETED
Enh227_ARL2,Enh227,Enh227,ENSG00000213465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0023170709609985,0.0023170709609985,COMPLETED
Enh227_CCDC85B,Enh227,Enh227,ENSG00000175602,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0021808147430419,0.0021808147430419,COMPLETED
Enh227_CFL1,Enh227,Enh227,ENSG00000172757,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0015771389007568,0.0015771389007568,COMPLETED
Enh227_DRAP1,Enh227,Enh227,ENSG00000175550,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008139610290527,0.0008139610290527,COMPLETED
Enh227_EFEMP2,Enh227,Enh227,ENSG00000172638,CL:0000127,CL:0000127 total RNA-seq,encode,-0.000616431236267,0.000616431236267,COMPLETED
Enh227_FAU,Enh227,Enh227,ENSG00000149806,CL:0000127,CL:0000127 total RNA-seq,encode,0.0033600330352783,-0.0033600330352783,COMPLETED
Enh227_FIBP,Enh227,Enh227,ENSG00000172500,CL:0000127,CL:0000127 total RNA-seq,encode,0.0013172030448913,-0.0013172030448913,COMPLETED
Enh227_MALAT1,Enh227,Enh227,ENSG00000251562,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0050878524780273,0.0050878524780273,COMPLETED
Enh227_NEAT1,Enh227,Enh227,ENSG00000245532,CL:0000127,CL:0000127 total RNA-seq,encode,0.0033233165740966,-0.0033233165740966,COMPLETED
Enh227_RELA,Enh227,Enh227,ENSG00000173039,CL:0000127,CL:0000127 total RNA-seq,encode,0.0006783604621887,-0.0006783604621887,COMPLETED
Enh227_RNASEH2C,Enh227,Enh227,ENSG00000172922,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003971457481384,-0.0003971457481384,COMPLETED
Enh228_ARL2,Enh228,Enh228,ENSG00000213465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014216899871826,0.0014216899871826,COMPLETED
Enh228_CCDC85B,Enh228,Enh228,ENSG00000175602,CL:0000127,CL:0000127 total RNA-seq,encode,0.0018364191055297,-0.0018364191055297,COMPLETED
Enh228_CFL1,Enh228,Enh228,ENSG00000172757,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003905296325683,-0.0003905296325683,COMPLETED
Enh228_DRAP1,Enh228,Enh228,ENSG00000175550,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002919435501098,0.0002919435501098,COMPLETED
Enh228_EFEMP2,Enh228,Enh228,ENSG00000172638,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002287626266479,-0.0002287626266479,COMPLETED
Enh228_FAM89B,Enh228,Enh228,ENSG00000176973,CL:0000127,CL:0000127 total RNA-seq,encode,0.0025465488433837,-0.0025465488433837,COMPLETED
Enh228_FAU,Enh228,Enh228,ENSG00000149806,CL:0000127,CL:0000127 total RNA-seq,encode,0.0023248195648193,-0.0023248195648193,COMPLETED
Enh228_FIBP,Enh228,Enh228,ENSG00000172500,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0010179877281188,0.0010179877281188,COMPLETED
Enh228_MALAT1,Enh228,Enh228,ENSG00000251562,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0017991065979003,0.0017991065979003,COMPLETED
Enh228_NEAT1,Enh228,Enh228,ENSG00000245532,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0018296241760253,0.0018296241760253,COMPLETED
Enh228_RELA,Enh228,Enh228,ENSG00000173039,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002693831920623,-0.0002693831920623,COMPLETED
Enh228_RNASEH2C,Enh228,Enh228,ENSG00000172922,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0005427002906799,0.0005427002906799,COMPLETED
Enh229_ARL2,Enh229,Enh229,ENSG00000213465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008967518806457,0.0008967518806457,COMPLETED
Enh229_BANF1,Enh229,Enh229,ENSG00000175334,CL:0000127,CL:0000127 total RNA-seq,encode,0.0030021667480468,-0.0030021667480468,COMPLETED
Enh229_CCDC85B,Enh229,Enh229,ENSG00000175602,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014090538024902,0.0014090538024902,COMPLETED
Enh229_CFL1,Enh229,Enh229,ENSG00000172757,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0005240440368652,0.0005240440368652,COMPLETED
Enh229_DRAP1,Enh229,Enh229,ENSG00000175550,CL:0000127,CL:0000127 total RNA-seq,encode,0.0013660192489624,-0.0013660192489624,COMPLETED
Enh229_FAU,Enh229,Enh229,ENSG00000149806,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003173351287841,0.0003173351287841,COMPLETED
Enh229_FIBP,Enh229,Enh229,ENSG00000172500,CL:0000127,CL:0000127 total RNA-seq,encode,0.0011728405952453,-0.0011728405952453,COMPLETED
Enh229_MALAT1,Enh229,Enh229,ENSG00000251562,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0220534801483154,0.0220534801483154,COMPLETED
Enh229_NEAT1,Enh229,Enh229,ENSG00000245532,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0117524862289428,0.0117524862289428,COMPLETED
Enh229_RNASEH2C,Enh229,Enh229,ENSG00000172922,CL:0000127,CL:0000127 total RNA-seq,encode,0.000988483428955,-0.000988483428955,COMPLETED
Enh22_PRRX1,Enh22,Enh22,ENSG00000116132,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0412022620439529,0.0412022620439529,COMPLETED
Enh230_BANF1,Enh230,Enh230,ENSG00000175334,CL:0000127,CL:0000127 total RNA-seq,encode,0.0008530020713806,-0.0008530020713806,COMPLETED
Enh230_C11orf68,Enh230,Enh230,ENSG00000175573,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0015704631805419,0.0015704631805419,COMPLETED
Enh230_CCDC85B,Enh230,Enh230,ENSG00000175602,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0067932605743408,0.0067932605743408,COMPLETED
Enh230_CFL1,Enh230,Enh230,ENSG00000172757,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0210685729980468,0.0210685729980468,COMPLETED
Enh230_DPF2,Enh230,Enh230,ENSG00000133884,CL:0000127,CL:0000127 total RNA-seq,encode,0.000236690044403,-0.000236690044403,COMPLETED
Enh230_DRAP1,Enh230,Enh230,ENSG00000175550,CL:0000127,CL:0000127 total RNA-seq,encode,0.0018374919891357,-0.0018374919891357,COMPLETED
Enh230_EFEMP2,Enh230,Enh230,ENSG00000172638,CL:0000127,CL:0000127 total RNA-seq,encode,-0.004582405090332,0.004582405090332,COMPLETED
Enh230_FAM89B,Enh230,Enh230,ENSG00000176973,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0019205808639526,0.0019205808639526,COMPLETED
Enh230_FIBP,Enh230,Enh230,ENSG00000172500,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0023512840270996,0.0023512840270996,COMPLETED
Enh230_MALAT1,Enh230,Enh230,ENSG00000251562,CL:0000127,CL:0000127 total RNA-seq,encode,0.0009932518005371,-0.0009932518005371,COMPLETED
Enh230_NEAT1,Enh230,Enh230,ENSG00000245532,CL:0000127,CL:0000127 total RNA-seq,encode,0.0008033514022827,-0.0008033514022827,COMPLETED
Enh230_PACS1,Enh230,Enh230,ENSG00000175115,CL:0000127,CL:0000127 total RNA-seq,encode,0.0013070106506347,-0.0013070106506347,COMPLETED
Enh230_RAB1B,Enh230,Enh230,ENSG00000174903,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003055334091186,0.0003055334091186,COMPLETED
Enh230_RELA,Enh230,Enh230,ENSG00000173039,CL:0000127,CL:0000127 total RNA-seq,encode,0.001453474164009,-0.001453474164009,COMPLETED
Enh230_RNASEH2C,Enh230,Enh230,ENSG00000172922,CL:0000127,CL:0000127 total RNA-seq,encode,0.0046184062957763,-0.0046184062957763,COMPLETED
Enh230_SCYL1,Enh230,Enh230,ENSG00000142186,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0029218196868896,0.0029218196868896,COMPLETED
Enh230_SF3B2,Enh230,Enh230,ENSG00000087365,CL:0000127,CL:0000127 total RNA-seq,encode,0.0015561878681182,-0.0015561878681182,COMPLETED
Enh230_YIF1A,Enh230,Enh230,ENSG00000174851,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0012427568435668,0.0012427568435668,COMPLETED
Enh230_ZNRD2,Enh230,Enh230,ENSG00000173465,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0017361044883728,0.0017361044883728,COMPLETED
Enh231_COA4,Enh231,Enh231,ENSG00000181924,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014765039086341,0.0014765039086341,COMPLETED
Enh232_COA4,Enh232,Enh232,ENSG00000181924,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0005527958273887,0.0005527958273887,COMPLETED
Enh232_MRPL48,Enh232,Enh232,ENSG00000175581,CL:0000127,CL:0000127 total RNA-seq,encode,-0.011783480644226,0.011783480644226,COMPLETED
Enh232_PPME1,Enh232,Enh232,ENSG00000214517,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0006086230278015,0.0006086230278015,COMPLETED
Enh232_RAB6A,Enh232,Enh232,ENSG00000175582,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0280803442001342,0.0280803442001342,COMPLETED
Enh233_RNF169,Enh233,Enh233,ENSG00000166439,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0179701447486877,0.0179701447486877,COMPLETED
Enh233_SPCS2,Enh233,Enh233,ENSG00000118363,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0003579854965209,0.0003579854965209,COMPLETED
Enh234_SPCS2,Enh234,Enh234,ENSG00000118363,CL:0000127,CL:0000127 total RNA-seq,encode,0.0021997094154357,-0.0021997094154357,COMPLETED
Enh235_RPS3,Enh235,Enh235,ENSG00000149273,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0004444122314453,0.0004444122314453,COMPLETED
Enh235_SPCS2,Enh235,Enh235,ENSG00000118363,CL:0000127,CL:0000127 total RNA-seq,encode,0.0261040925979614,-0.0261040925979614,COMPLETED
Enh236_RPS3,Enh236,Enh236,ENSG00000149273,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0005526542663574,0.0005526542663574,COMPLETED
Enh236_SERPINH1,Enh236,Enh236,ENSG00000149257,CL:0000127,CL:0000127 total RNA-seq,encode,-0.2135112285614013,0.2135112285614013,COMPLETED
Enh236_UVRAG,Enh236,Enh236,ENSG00000198382,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010485649108886,-0.0010485649108886,COMPLETED
Enh237_RPS3,Enh237,Enh237,ENSG00000149273,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0005676746368408,0.0005676746368408,COMPLETED
Enh237_SERPINH1,Enh237,Enh237,ENSG00000149257,CL:0000127,CL:0000127 total RNA-seq,encode,-0.089043378829956,0.089043378829956,COMPLETED
Enh238_THAP12,Enh238,Enh238,ENSG00000137492,CL:0000127,CL:0000127 total RNA-seq,encode,5.459785461425781e-05,-5.459785461425781e-05,COMPLETED
Enh23_RCC2,Enh23,Enh23,ENSG00000179051,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0018000602722167,0.0018000602722167,COMPLETED
Enh23_SDHB,Enh23,Enh23,ENSG00000117118,CL:0000127,CL:0000127 total RNA-seq,encode,0.0008877515792846,-0.0008877515792846,COMPLETED
Enh241_FAT3,Enh241,Enh241,ENSG00000165323,CL:0000127,CL:0000127 total RNA-seq,encode,-0.6433019638061523,0.6433019638061523,COMPLETED
Enh244_AKIP1,Enh244,Enh244,ENSG00000166452,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0029205381870269,0.0029205381870269,COMPLETED
Enh244_IPO7,Enh244,Enh244,ENSG00000205339,CL:0000127,CL:0000127 total RNA-seq,encode,-0.2866500616073608,0.2866500616073608,COMPLETED
Enh244_SWAP70,Enh244,Enh244,ENSG00000133789,CL:0000127,CL:0000127 total RNA-seq,encode,0.0063393712043762,-0.0063393712043762,COMPLETED
Enh244_TMEM9B,Enh244,Enh244,ENSG00000175348,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010154247283935,-0.0010154247283935,COMPLETED
Enh245_CWC15,Enh245,Enh245,ENSG00000150316,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0009826347231864,0.0009826347231864,COMPLETED
Enh246_CWC15,Enh246,Enh246,ENSG00000150316,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0006531849503517,0.0006531849503517,COMPLETED
Enh247_IPO7,Enh247,Enh247,ENSG00000205339,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0031336545944213,0.0031336545944213,COMPLETED
Enh247_SWAP70,Enh247,Enh247,ENSG00000133789,CL:0000127,CL:0000127 total RNA-seq,encode,0.0109328627586364,-0.0109328627586364,COMPLETED
Enh247_WEE1,Enh247,Enh247,ENSG00000166483,CL:0000127,CL:0000127 total RNA-seq,encode,0.047964334487915,-0.047964334487915,COMPLETED
Enh248_IPO7,Enh248,Enh248,ENSG00000205339,CL:0000127,CL:0000127 total RNA-seq,encode,0.001024842262268,-0.001024842262268,COMPLETED
Enh248_WEE1,Enh248,Enh248,ENSG00000166483,CL:0000127,CL:0000127 total RNA-seq,encode,-0.1737647056579589,0.1737647056579589,COMPLETED
Enh249_IPO7,Enh249,Enh249,ENSG00000205339,CL:0000127,CL:0000127 total RNA-seq,encode,0.000274658203125,-0.000274658203125,COMPLETED
Enh249_SWAP70,Enh249,Enh249,ENSG00000133789,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0259793996810913,0.0259793996810913,COMPLETED
Enh249_WEE1,Enh249,Enh249,ENSG00000166483,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0076442956924438,0.0076442956924438,COMPLETED
Enh250_IPO7,Enh250,Enh250,ENSG00000205339,CL:0000127,CL:0000127 total RNA-seq,encode,0.0018839240074157,-0.0018839240074157,COMPLETED
Enh250_SWAP70,Enh250,Enh250,ENSG00000133789,CL:0000127,CL:0000127 total RNA-seq,encode,0.0140383243560791,-0.0140383243560791,COMPLETED
Enh251_CKAP4,Enh251,Enh251,ENSG00000136026,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0029505491256713,0.0029505491256713,COMPLETED
Enh252_CKAP4,Enh252,Enh252,ENSG00000136026,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0037822723388671,0.0037822723388671,COMPLETED
Enh252_NUAK1,Enh252,Enh252,ENSG00000074590,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0884073376655578,0.0884073376655578,COMPLETED
Enh253_ARPC3,Enh253,Enh253,ENSG00000111229,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0023969411849975,0.0023969411849975,COMPLETED
Enh253_GLTP,Enh253,Enh253,ENSG00000139433,CL:0000127,CL:0000127 total RNA-seq,encode,0.0047841072082519,-0.0047841072082519,COMPLETED
Enh253_VPS29,Enh253,Enh253,ENSG00000111237,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0013768970966339,0.0013768970966339,COMPLETED
Enh254_ANAPC7,Enh254,Enh254,ENSG00000196510,CL:0000127,CL:0000127 total RNA-seq,encode,0.0040470361709594,-0.0040470361709594,COMPLETED
Enh254_ANKRD13A,Enh254,Enh254,ENSG00000076513,CL:0000127,CL:0000127 total RNA-seq,encode,0.0025230050086975,-0.0025230050086975,COMPLETED
Enh254_ARPC3,Enh254,Enh254,ENSG00000111229,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005111694335937,-0.0005111694335937,COMPLETED
Enh254_ATP2A2,Enh254,Enh254,ENSG00000174437,CL:0000127,CL:0000127 total RNA-seq,encode,0.032891035079956,-0.032891035079956,COMPLETED
Enh254_GIT2,Enh254,Enh254,ENSG00000139436,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0012562274932861,0.0012562274932861,COMPLETED
Enh254_GLTP,Enh254,Enh254,ENSG00000139433,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007985234260559,-0.0007985234260559,COMPLETED
Enh254_GPN3,Enh254,Enh254,ENSG00000111231,CL:0000127,CL:0000127 total RNA-seq,encode,0.0027105510234832,-0.0027105510234832,COMPLETED
Enh254_VPS29,Enh254,Enh254,ENSG00000111237,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007252097129821,-0.0007252097129821,COMPLETED
Enh255_ARPC3,Enh255,Enh255,ENSG00000111229,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0012681484222412,0.0012681484222412,COMPLETED
Enh255_GLTP,Enh255,Enh255,ENSG00000139433,CL:0000127,CL:0000127 total RNA-seq,encode,0.0040656924247741,-0.0040656924247741,COMPLETED
Enh255_VPS29,Enh255,Enh255,ENSG00000111237,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0004425346851348,0.0004425346851348,COMPLETED
Enh256_ATXN2,Enh256,Enh256,ENSG00000204842,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0265545845031738,0.0265545845031738,COMPLETED
Enh256_ERP29,Enh256,Enh256,ENSG00000089248,CL:0000127,CL:0000127 total RNA-seq,encode,0.0014823675155639,-0.0014823675155639,COMPLETED
Enh257_ERP29,Enh257,Enh257,ENSG00000089248,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008509755134582,0.0008509755134582,COMPLETED
Enh257_PTPN11,Enh257,Enh257,ENSG00000179295,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0018068552017211,0.0018068552017211,COMPLETED
Enh257_RPL6,Enh257,Enh257,ENSG00000089009,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0031338930130004,0.0031338930130004,COMPLETED
Enh257_TRAFD1,Enh257,Enh257,ENSG00000135148,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0123706459999084,0.0123706459999084,COMPLETED
Enh258_ERP29,Enh258,Enh258,ENSG00000089248,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007029920816421,-0.0007029920816421,COMPLETED
Enh258_PTPN11,Enh258,Enh258,ENSG00000179295,CL:0000127,CL:0000127 total RNA-seq,encode,0.0010156631469726,-0.0010156631469726,COMPLETED
Enh258_RPL6,Enh258,Enh258,ENSG00000089009,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003372430801391,-0.0003372430801391,COMPLETED
Enh258_TRAFD1,Enh258,Enh258,ENSG00000135148,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0108251199126243,0.0108251199126243,COMPLETED
Enh259_COX6A1,Enh259,Enh259,ENSG00000111775,CL:0000127,CL:0000127 total RNA-seq,encode,0.0009173154830932,-0.0009173154830932,COMPLETED
Enh259_DYNLL1,Enh259,Enh259,ENSG00000088986,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016857385635375,-0.0016857385635375,COMPLETED
Enh259_MLEC,Enh259,Enh259,ENSG00000110917,CL:0000127,CL:0000127 total RNA-seq,encode,0.0005903244018554,-0.0005903244018554,COMPLETED
Enh259_POP5,Enh259,Enh259,ENSG00000167272,CL:0000127,CL:0000127 total RNA-seq,encode,0.0017211437225341,-0.0017211437225341,COMPLETED
Enh259_PXN,Enh259,Enh259,ENSG00000089159,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0058114826679229,0.0058114826679229,COMPLETED
Enh259_RNF10,Enh259,Enh259,ENSG00000022840,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0012260377407073,0.0012260377407073,COMPLETED
Enh259_RPLP0,Enh259,Enh259,ENSG00000089157,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0038769245147705,0.0038769245147705,COMPLETED
Enh259_SRSF9,Enh259,Enh259,ENSG00000111786,CL:0000127,CL:0000127 total RNA-seq,encode,0.0006581544876098,-0.0006581544876098,COMPLETED
Enh259_TRIAP1,Enh259,Enh259,ENSG00000170855,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0007240772247314,0.0007240772247314,COMPLETED
Enh25_ARPC5,Enh25,Enh25,ENSG00000162704,CL:0000127,CL:0000127 total RNA-seq,encode,-0.001518428325653,0.001518428325653,COMPLETED
Enh260_COX6A1,Enh260,Enh260,ENSG00000111775,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0007199048995971,0.0007199048995971,COMPLETED
Enh260_DYNLL1,Enh260,Enh260,ENSG00000088986,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0011694431304931,0.0011694431304931,COMPLETED
Enh260_MLEC,Enh260,Enh260,ENSG00000110917,CL:0000127,CL:0000127 total RNA-seq,encode,0.0043811798095703,-0.0043811798095703,COMPLETED
Enh260_POP5,Enh260,Enh260,ENSG00000167272,CL:0000127,CL:0000127 total RNA-seq,encode,0.0074570178985595,-0.0074570178985595,COMPLETED
Enh260_PXN,Enh260,Enh260,ENSG00000089159,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003518760204315,-0.0003518760204315,COMPLETED
Enh260_RNF10,Enh260,Enh260,ENSG00000022840,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0063608735799789,0.0063608735799789,COMPLETED
Enh260_RPLP0,Enh260,Enh260,ENSG00000089157,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0017290115356445,0.0017290115356445,COMPLETED
Enh260_SRSF9,Enh260,Enh260,ENSG00000111786,CL:0000127,CL:0000127 total RNA-seq,encode,-2.384185791015625e-05,2.384185791015625e-05,COMPLETED
Enh261_COX6A1,Enh261,Enh261,ENSG00000111775,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0008637905120849,0.0008637905120849,COMPLETED
Enh261_DYNLL1,Enh261,Enh261,ENSG00000088986,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0032571554183959,0.0032571554183959,COMPLETED
Enh261_MLEC,Enh261,Enh261,ENSG00000110917,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001580715179443,-0.0001580715179443,COMPLETED
Enh261_POP5,Enh261,Enh261,ENSG00000167272,CL:0000127,CL:0000127 total RNA-seq,encode,-0.010222315788269,0.010222315788269,COMPLETED
Enh261_PXN,Enh261,Enh261,ENSG00000089159,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014452338218688,0.0014452338218688,COMPLETED
Enh261_RNF10,Enh261,Enh261,ENSG00000022840,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0056555867195129,0.0056555867195129,COMPLETED
Enh261_RPLP0,Enh261,Enh261,ENSG00000089157,CL:0000127,CL:0000127 total RNA-seq,encode,0.000328779220581,-0.000328779220581,COMPLETED
Enh261_SRSF9,Enh261,Enh261,ENSG00000111786,CL:0000127,CL:0000127 total RNA-seq,encode,0.0016102194786071,-0.0016102194786071,COMPLETED
Enh262_ANAPC5,Enh262,Enh262,ENSG00000089053,CL:0000127,CL:0000127 total RNA-seq,encode,0.0020979940891265,-0.0020979940891265,COMPLETED
Enh262_MLEC,Enh262,Enh262,ENSG00000110917,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007274150848388,-0.0007274150848388,COMPLETED
Enh263_ARL6IP4,Enh263,Enh263,ENSG00000182196,CL:0000127,CL:0000127 total RNA-seq,encode,0.0015137195587158,-0.0015137195587158,COMPLETED
Enh263_CDK2AP1,Enh263,Enh263,ENSG00000111328,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0016692876815795,0.0016692876815795,COMPLETED
Enh263_DENR,Enh263,Enh263,ENSG00000139726,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0006000101566314,0.0006000101566314,COMPLETED
Enh263_RSRC2,Enh263,Enh263,ENSG00000111011,CL:0000127,CL:0000127 total RNA-seq,encode,0.0002422928810119,-0.0002422928810119,COMPLETED
Enh264_NCOR2,Enh264,Enh264,ENSG00000196498,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0011996030807495,0.0011996030807495,COMPLETED
Enh264_UBC,Enh264,Enh264,ENSG00000150991,CL:0000127,CL:0000127 total RNA-seq,encode,0.0003414154052734,-0.0003414154052734,COMPLETED
Enh265_NCOR2,Enh265,Enh265,ENSG00000196498,CL:0000127,CL:0000127 total RNA-seq,encode,0.0009666681289672,-0.0009666681289672,COMPLETED
Enh265_UBC,Enh265,Enh265,ENSG00000150991,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0006458759307861,0.0006458759307861,COMPLETED
Enh266_DHX37,Enh266,Enh266,ENSG00000150990,CL:0000127,CL:0000127 total RNA-seq,encode,0.0007592439651489,-0.0007592439651489,COMPLETED
Enh266_NCOR2,Enh266,Enh266,ENSG00000196498,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0208847522735595,0.0208847522735595,COMPLETED
Enh266_UBC,Enh266,Enh266,ENSG00000150991,CL:0000127,CL:0000127 total RNA-seq,encode,0.0001347064971923,-0.0001347064971923,COMPLETED
Enh267_NCOR2,Enh267,Enh267,ENSG00000196498,CL:0000127,CL:0000127 total RNA-seq,encode,0.001939058303833,-0.001939058303833,COMPLETED
Enh267_UBC,Enh267,Enh267,ENSG00000150991,CL:0000127,CL:0000127 total RNA-seq,encode,0.0004537105560302,-0.0004537105560302,COMPLETED
Enh268_NCOR2,Enh268,Enh268,ENSG00000196498,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0014532804489135,0.0014532804489135,COMPLETED
Enh268_UBC,Enh268,Enh268,ENSG00000150991,CL:0000127,CL:0000127 total RNA-seq,encode,-0.0002655982971191,0.0002655982971191,COMPLETED
